TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
10.1480,0,209.1979,no,45-54,black african,male,Unknown,-15.8637,5.3064,-1.4354,0.0007,0.0077,0.1937,0.0104,0.0451,0.0766,0.2859,-42.2287,75.2340,0.0839,0.2104,0.0011,15.8263,2.0910,1.3553,0.0380,22.9037,0.0019,99.7296,21.2174,0.6011,0.9902,0.0000,96.5733,0.0020,0.0215,1.0001,66.9894,0.3181,0.3195,0.0010,0.0005,0.0005,0.0018,0.0018,0.0451,0.0000,0.0018,2.3045,2.3045,0.0018,0.0283,
10.1920,0,210.6474,no,45-54,black african,male,Unknown,-18.1510,4.6778,-0.5550,0.0006,0.0084,0.2617,0.0136,0.0411,0.0652,0.3019,-41.3261,78.6491,0.0750,0.2053,0.0010,18.5376,2.8968,1.8202,0.0506,19.6621,0.0013,99.7170,16.9623,0.6430,1.0193,0.0000,96.9659,0.0026,0.0198,0.9479,63.2620,0.3603,0.3606,0.0010,0.0005,0.0005,0.0018,0.0018,0.0411,0.0000,0.0018,2.3044,2.3044,0.0018,0.0283,
10.2300,0,209.7310,no,45-54,black african,male,Unknown,-18.3350,5.3854,-1.2722,0.0006,0.0084,0.2775,0.0141,0.0479,0.0654,0.2986,-42.8864,78.6639,0.0731,0.1745,0.0010,18.4774,2.3920,1.5159,0.0477,27.9398,0.0017,99.7896,14.5865,0.6417,0.9248,0.0000,96.5207,0.0020,0.0192,0.9843,54.1050,0.3549,0.3687,0.0010,0.0005,0.0005,0.0018,0.0018,0.0479,0.0000,0.0018,2.3045,2.3045,0.0018,0.0283,
10.3000,0,207.5244,no,45-54,black african,male,Unknown,-13.2745,3.7528,-1.8760,0.0005,0.0092,0.3110,0.0189,0.0497,0.0549,0.3174,-41.5488,81.7304,0.0592,0.1391,0.0009,21.3628,1.4541,0.8233,0.0438,28.6645,0.0019,99.6118,9.9775,0.6163,0.9816,0.0000,97.4654,0.0018,0.0159,0.7439,46.8394,0.2898,0.3771,0.0010,0.0005,0.0005,0.0018,0.0018,0.0497,0.0000,0.0018,2.3041,2.3041,0.0018,0.0283,
10.3530,0,208.5019,no,45-54,black african,male,Unknown,-14.9130,4.0316,-1.4324,0.0004,0.0095,0.3448,0.0208,0.0532,0.0517,0.3223,-42.2519,82.8639,0.0539,0.1147,0.0008,22.3697,1.7974,0.9401,0.0382,30.2448,0.0028,99.6944,8.6026,0.5968,0.9441,0.0000,97.3239,0.0023,0.0145,0.6318,41.6898,0.2934,0.3591,0.0010,0.0005,0.0005,0.0018,0.0018,0.0532,0.0000,0.0018,2.3039,2.3039,0.0018,0.0283,
10.3880,0,210.4055,no,45-54,black african,male,Unknown,-15.8591,5.4932,-1.2848,0.0004,0.0094,0.2978,0.0196,0.0656,0.0525,0.3236,-43.9879,82.6595,0.0557,0.1191,0.0007,22.0895,1.6037,0.8390,0.0480,33.4271,0.0015,99.7740,11.1374,0.5440,1.0323,0.0000,96.4476,0.0024,0.0149,0.5755,48.7477,0.4160,0.4295,0.0010,0.0005,0.0005,0.0018,0.0018,0.0656,0.0000,0.0018,2.3039,2.3039,0.0018,0.0283,
10.4360,0,209.6813,no,45-54,black african,male,Unknown,-11.4082,3.6269,-3.0670,0.0004,0.0097,0.3161,0.0215,0.0537,0.0501,0.3282,-41.5086,83.3431,0.0568,0.1170,0.0006,22.9160,1.3090,0.6765,0.0610,28.1645,0.0008,99.6260,9.2528,0.5704,1.0205,0.0000,97.5268,0.0032,0.0152,0.5724,42.0422,0.6260,0.4865,0.0010,0.0005,0.0005,0.0018,0.0018,0.0537,0.0000,0.0018,2.3039,2.3039,0.0018,0.0283,
10.4700,0,208.8749,no,45-54,black african,male,Unknown,-14.8470,3.3172,-1.0305,0.0003,0.0108,0.3254,0.0280,0.0526,0.0415,0.3524,-39.5633,86.0912,0.0487,0.1292,0.0005,26.0522,0.9753,0.4552,0.0706,21.7791,0.0005,99.4681,7.8665,0.5304,1.1341,0.0000,97.6719,0.0040,0.0134,0.5198,42.8080,0.7291,0.4735,0.0010,0.0005,0.0005,0.0018,0.0018,0.0526,0.0000,0.0018,2.3039,2.3039,0.0018,0.0283,
10.5140,0,209.6039,no,45-54,black african,male,Unknown,-18.9883,4.1589,0.4550,0.0002,0.0136,0.3558,0.0480,0.0627,0.0276,0.4017,-38.1991,91.0011,0.0412,0.0948,0.0003,32.7800,0.9351,0.3442,0.0679,13.2329,0.0003,99.6128,5.8410,0.4387,1.1788,0.0000,97.2568,0.0048,0.0120,0.3851,52.1759,0.8773,0.4844,0.0010,0.0005,0.0005,0.0018,0.0018,0.0627,0.0000,0.0018,2.3040,2.3040,0.0018,0.0283,
10.5690,0,208.7076,no,45-54,black african,male,Unknown,-17.2753,4.0502,0.5613,0.0002,0.0137,0.3326,0.0476,0.0830,0.0273,0.4067,-40.7240,91.1138,0.0368,0.0862,0.0003,32.9347,0.7794,0.2798,0.0663,19.6689,0.0004,99.6519,6.9126,0.4686,1.2644,0.0000,97.3142,0.0052,0.0105,0.3938,41.5752,0.7885,0.4268,0.0010,0.0004,0.0004,0.0018,0.0018,0.0830,0.0000,0.0018,2.3041,2.3041,0.0018,0.0283,
10.6140,0,208.8403,no,45-54,black african,male,Unknown,-17.0578,5.0138,-0.1311,0.0002,0.0138,0.3124,0.0483,0.0827,0.0268,0.4089,-40.0442,90.9301,0.0328,0.0794,0.0003,33.2443,0.6787,0.2488,0.0678,17.1356,0.0004,99.0275,7.9927,0.4898,1.2580,0.0000,96.7618,0.0050,0.0092,0.4037,44.9495,0.7586,0.4105,0.0009,0.0004,0.0004,0.0018,0.0018,0.0827,0.0000,0.0018,2.3041,2.3041,0.0018,0.0283,
10.6510,0,210.0183,no,45-54,black african,male,Unknown,-17.7207,5.9154,0.0935,0.0002,0.0151,0.3635,0.0631,0.0902,0.0227,0.4316,-39.8763,92.1740,0.0308,0.0946,0.0002,36.0026,0.6890,0.2357,0.0621,17.4871,0.0004,98.5245,4.8934,0.4753,1.2814,0.0000,96.1466,0.0067,0.0087,0.3515,28.1241,0.7353,0.4070,0.0009,0.0004,0.0004,0.0018,0.0018,0.0902,0.0000,0.0018,2.3042,2.3042,0.0018,0.0283,
10.6940,0,211.2995,no,45-54,black african,male,Unknown,-15.6524,4.8622,-0.1664,0.0002,0.0144,0.3976,0.0613,0.0728,0.0249,0.4199,-37.5715,89.1803,0.0323,0.0837,0.0002,34.5031,0.7870,0.2715,0.0444,17.2189,0.0007,95.0270,3.2938,0.5067,1.2863,0.0000,96.8555,0.0073,0.0091,0.3690,17.5438,0.6040,0.3470,0.0009,0.0004,0.0004,0.0018,0.0018,0.0728,0.0000,0.0018,2.3041,2.3041,0.0018,0.0283,
10.7330,0,212.4759,no,45-54,black african,male,Unknown,-17.6382,5.7468,-0.2542,0.0002,0.0130,0.4014,0.0541,0.0519,0.0295,0.4030,-33.8562,82.4587,0.0316,0.0849,0.0002,31.6052,0.6614,0.2673,0.0392,14.9684,0.0012,90.0631,2.8312,0.4282,1.4110,0.0000,96.2696,0.0074,0.0087,0.3295,15.4113,0.5099,0.3333,0.0009,0.0004,0.0004,0.0018,0.0018,0.0519,0.0000,0.0018,2.3041,2.3041,0.0018,0.0283,
10.7770,0,210.3351,no,45-54,black african,male,Unknown,-17.5562,5.0621,-0.3470,0.0002,0.0134,0.4128,0.0581,0.0571,0.0279,0.4039,-34.5672,83.4027,0.0292,0.0793,0.0002,32.5444,0.7997,0.4262,0.0367,15.7826,0.0017,90.0577,2.6572,0.4752,1.2645,0.0000,96.7314,0.0073,0.0081,0.3413,11.4602,0.4452,0.3032,0.0008,0.0004,0.0003,0.0018,0.0018,0.0571,0.0000,0.0018,2.3040,2.3040,0.0018,0.0283,
10.8330,0,209.2543,no,45-54,black african,male,Unknown,-19.1321,4.7117,-0.7872,0.0002,0.0158,0.4129,0.0824,0.0907,0.0210,0.4390,-37.0368,87.7722,0.0253,0.0802,0.0002,37.3293,0.9946,0.5227,0.0341,17.0320,0.0019,90.2651,3.0994,0.4633,1.2041,0.0000,96.9459,0.0090,0.0073,0.3471,14.5860,0.4314,0.3293,0.0008,0.0003,0.0003,0.0018,0.0018,0.0907,0.0000,0.0018,2.3040,2.3040,0.0018,0.0283,
10.8860,0,210.5912,no,45-54,black african,male,Unknown,-19.1452,4.3020,0.4086,0.0002,0.0161,0.4315,0.0813,0.0984,0.0202,0.4406,-39.1199,90.4494,0.0267,0.0937,0.0001,37.9379,1.4973,0.8506,0.0347,17.5324,0.0030,93.5368,3.3797,0.4569,1.1327,0.0000,97.1794,0.0098,0.0077,0.3689,13.5876,0.4148,0.3241,0.0008,0.0003,0.0003,0.0018,0.0018,0.0984,0.0000,0.0018,2.3039,2.3039,0.0018,0.0283,
10.9250,0,208.0230,no,45-54,black african,male,Unknown,-16.9879,3.0650,-1.2174,0.0001,0.0170,0.4731,0.0896,0.0980,0.0182,0.4546,-39.9080,93.4415,0.0250,0.1101,0.0001,39.7466,1.5912,0.9787,0.0365,15.2986,0.0060,97.4455,1.7897,0.5018,1.1077,0.0000,97.7839,0.0069,0.0073,0.3938,8.2679,0.3486,0.3414,0.0008,0.0003,0.0003,0.0018,0.0018,0.0980,0.0000,0.0018,2.3038,2.3038,0.0018,0.0283,
10.9640,0,206.5078,no,45-54,black african,male,Unknown,-19.7981,4.3111,-0.1177,0.0001,0.0176,0.4685,0.0917,0.1385,0.0172,0.4629,-43.7659,94.4048,0.0256,0.1531,0.0002,40.6643,2.0680,1.3245,0.0345,21.3577,0.0063,98.8954,3.1701,0.5397,1.1168,0.0000,97.1744,0.0058,0.0077,0.4329,12.6804,0.3664,0.3393,0.0007,0.0003,0.0003,0.0018,0.0018,0.1385,0.0000,0.0018,2.3035,2.3035,0.0018,0.0283,
10.9990,0,209.9477,no,45-54,black african,male,Unknown,-18.6654,5.5524,-0.4576,0.0001,0.0172,0.4829,0.0862,0.1847,0.0180,0.4545,-47.4851,94.1665,0.0227,0.1551,0.0001,39.9106,2.3942,1.5983,0.0277,31.5877,0.0092,99.0296,3.3728,0.5344,1.0744,0.0000,96.4068,0.0054,0.0067,0.3897,7.4165,0.2991,0.2825,0.0007,0.0003,0.0003,0.0018,0.0018,0.1847,0.0000,0.0018,2.3031,2.3031,0.0018,0.0283,
11.0390,0,207.8749,no,45-54,black african,male,Unknown,-19.9836,5.3444,0.3245,0.0001,0.0165,0.4620,0.0782,0.2899,0.0192,0.4461,-52.5536,93.8381,0.0238,0.1457,0.0001,38.8239,2.3141,1.4413,0.0312,46.9116,0.0096,99.3006,3.9976,0.5463,1.0912,0.0000,96.5481,0.0069,0.0070,0.4664,5.6221,0.2954,0.2851,0.0007,0.0002,0.0002,0.0018,0.0018,0.2899,0.0000,0.0018,2.3030,2.3030,0.0018,0.0283,
11.0790,0,209.1186,no,45-54,black african,male,Unknown,-17.0990,4.7344,-2.1472,0.0002,0.0162,0.4781,0.0755,0.2292,0.0199,0.4399,-50.5851,93.6197,0.0240,0.1419,0.0002,38.2439,2.3228,1.5002,0.0313,42.2220,0.0099,99.3603,3.3772,0.5914,1.0605,0.0000,96.9324,0.0067,0.0070,0.4928,5.9219,0.2824,0.2996,0.0007,0.0002,0.0002,0.0018,0.0018,0.2292,0.0000,0.0018,2.3025,2.3025,0.0018,0.0283,
11.1400,0,210.3308,no,45-54,black african,male,Unknown,-13.8067,4.8083,-2.9248,0.0002,0.0161,0.4605,0.0731,0.2652,0.0201,0.4373,-52.2562,93.6656,0.0253,0.1539,0.0002,38.0919,2.3664,1.7439,0.0326,45.4375,0.0080,99.6205,4.4223,0.5708,1.0339,0.0000,96.8881,0.0068,0.0076,0.5763,9.3708,0.3564,0.3356,0.0006,0.0002,0.0002,0.0018,0.0018,0.2652,0.0000,0.0018,2.3022,2.3022,0.0018,0.0283,
11.1960,0,208.7514,no,45-54,black african,male,Unknown,-18.2741,3.4167,0.7702,0.0002,0.0154,0.3686,0.0624,0.2485,0.0218,0.4236,-51.2189,92.9553,0.0244,0.1653,0.0002,36.7002,2.0655,1.3605,0.0307,41.4887,0.0085,99.4176,8.0803,0.4678,0.9766,0.0000,97.6262,0.0046,0.0070,0.6640,25.8844,0.3241,0.3081,0.0006,0.0002,0.0002,0.0018,0.0018,0.2485,0.0000,0.0018,2.3016,2.3016,0.0018,0.0283,
11.2530,0,205.5045,no,45-54,black african,male,Unknown,-16.7635,5.2960,-0.8553,0.0001,0.0164,0.3661,0.0701,0.2869,0.0197,0.4438,-51.9385,93.8046,0.0247,0.1957,0.0001,38.4600,2.3572,1.4043,0.0326,40.3046,0.0096,99.5837,8.8373,0.5641,1.1067,0.0000,96.5802,0.0053,0.0074,0.7216,21.8800,0.2965,0.2750,0.0006,0.0002,0.0002,0.0018,0.0018,0.2869,0.0000,0.0018,2.3015,2.3015,0.0018,0.0283,
11.3060,0,204.4765,no,45-54,black african,male,Unknown,-16.5796,5.2798,0.2674,0.0002,0.0161,0.3243,0.0653,0.3451,0.0201,0.4433,-53.6622,93.6183,0.0254,0.2036,0.0001,38.0081,2.4120,1.3393,0.0358,43.2804,0.0097,99.5929,11.3193,0.4412,1.1774,0.0000,96.5909,0.0045,0.0077,0.6600,29.9343,0.3233,0.2897,0.0005,0.0002,0.0002,0.0018,0.0018,0.3451,0.0000,0.0018,2.3014,2.3014,0.0018,0.0283,
11.3400,0,208.6220,no,45-54,black african,male,Unknown,-15.2947,5.6099,-1.4561,0.0002,0.0161,0.3081,0.0643,0.3192,0.0202,0.4489,-52.5765,93.6230,0.0250,0.1818,0.0001,37.9608,2.2686,1.1246,0.0373,40.1280,0.0109,99.6512,11.9184,0.4046,1.3025,0.0000,96.3667,0.0031,0.0076,0.5531,29.8521,0.3306,0.2923,0.0005,0.0002,0.0001,0.0018,0.0018,0.3192,0.0000,0.0018,2.3013,2.3013,0.0018,0.0283,
11.3940,0,203.3860,no,45-54,black african,male,Unknown,-18.2077,2.9899,-0.4421,0.0002,0.0147,0.2822,0.0529,0.2259,0.0236,0.4301,-49.5880,92.4312,0.0259,0.1217,0.0002,35.3194,1.4165,0.5890,0.0384,36.6302,0.0104,99.7145,11.6812,0.3187,1.3652,0.0000,97.8162,0.0027,0.0077,0.4918,37.8610,0.3028,0.3018,0.0005,0.0001,0.0001,0.0018,0.0018,0.2259,0.0000,0.0018,2.3010,2.3010,0.0018,0.0283,
11.4300,0,201.0116,no,45-54,black african,male,Unknown,-17.1537,5.0615,-0.3907,0.0002,0.0135,0.1685,0.0377,0.3600,0.0272,0.4227,-53.6347,91.1515,0.0264,0.0835,0.0001,32.9114,0.9928,0.3850,0.0389,42.2987,0.0102,99.7405,21.2420,0.2078,1.6280,0.0001,96.7318,0.0038,0.0077,0.4266,40.7110,0.3049,0.3256,0.0005,0.0001,0.0001,0.0018,0.0018,0.3600,0.0000,0.0018,2.3010,2.3010,0.0018,0.0283,
11.4660,0,203.8254,no,45-54,black african,male,Unknown,-18.3198,2.4595,-0.5751,0.0002,0.0146,0.2315,0.0491,0.2659,0.0238,0.4649,-50.5633,92.3313,0.0241,0.0572,0.0001,35.0934,1.1962,0.4810,0.0396,36.7276,0.0104,99.7418,15.2193,0.1554,2.1392,0.0005,98.0316,0.0025,0.0072,0.3570,33.7082,0.2904,0.3198,0.0005,0.0001,0.0001,0.0018,0.0018,0.2659,0.0000,0.0018,2.3009,2.3009,0.0018,0.0283,
11.5300,0,204.4431,no,45-54,black african,male,Unknown,-16.1963,5.0884,0.5304,0.0002,0.0133,0.2720,0.0431,0.1814,0.0278,0.4439,-48.3144,90.7957,0.0268,0.0630,0.0002,32.4466,0.9026,0.2866,0.0318,37.7496,0.0437,99.5984,11.2864,0.1447,2.1723,0.0003,96.7147,0.0023,0.0080,0.3565,33.0557,0.1753,0.2900,0.0005,0.0001,0.0001,0.0018,0.0018,0.1814,0.0000,0.0018,2.3007,2.3007,0.0018,0.0283,
11.5650,0,205.1124,no,45-54,black african,male,Unknown,-16.7811,4.5268,-0.6438,0.0002,0.0137,0.2907,0.0469,0.1660,0.0263,0.4569,-47.1954,91.3251,0.0264,0.0520,0.0002,33.3826,1.0682,0.3541,0.0353,34.1384,0.0340,99.5732,10.3479,0.1502,2.2790,0.0000,97.0535,0.0013,0.0081,0.3427,35.9652,0.1926,0.3037,0.0005,0.0001,0.0001,0.0018,0.0018,0.1660,0.0000,0.0018,2.3007,2.3007,0.0018,0.0283,
11.6040,0,203.0577,no,45-54,black african,male,Unknown,-17.4884,3.3817,-0.4977,0.0002,0.0129,0.2636,0.0396,0.1681,0.0292,0.4364,-47.9195,90.2764,0.0281,0.0407,0.0001,31.6402,1.1801,0.4096,0.0347,35.4700,0.0350,99.5563,12.6203,0.1279,2.1536,0.0001,97.6424,0.0009,0.0088,0.3061,33.9669,0.2158,0.3182,0.0005,0.0001,0.0001,0.0018,0.0018,0.1681,0.0000,0.0019,2.3007,2.3007,0.0018,0.0283,
11.6430,0,203.1233,no,45-54,black african,male,Unknown,-18.7080,1.0991,-0.8434,0.0002,0.0130,0.2854,0.0416,0.1694,0.0288,0.4431,-48.0408,90.1671,0.0283,0.0344,0.0001,31.8646,1.2697,0.4283,0.0363,37.2033,0.0393,99.1584,11.2362,0.1016,2.2588,0.0010,98.4935,0.0006,0.0090,0.2787,25.7328,0.2419,0.3318,0.0005,0.0001,0.0001,0.0018,0.0018,0.1694,0.0000,0.0019,2.3006,2.3006,0.0018,0.0283,
11.6800,0,204.6233,no,45-54,black african,male,Unknown,-15.9263,3.8861,-1.0491,0.0003,0.0123,0.2739,0.0349,0.1951,0.0322,0.4314,-50.5277,88.8676,0.0286,0.0395,0.0001,30.0358,1.9227,0.6766,0.0390,42.5119,0.0358,99.0462,13.5849,0.1078,2.3285,0.0006,97.3987,0.0005,0.0092,0.3319,25.1515,0.2527,0.3408,0.0005,0.0001,0.0001,0.0018,0.0018,0.1951,0.0000,0.0019,2.3006,2.3006,0.0018,0.0283,
11.7160,0,205.8323,no,45-54,black african,male,Unknown,-16.1139,4.4183,-0.7600,0.0002,0.0131,0.3186,0.0418,0.2777,0.0284,0.4521,-53.8924,90.1268,0.0249,0.0283,0.0001,32.1249,2.7600,0.9871,0.0506,49.6623,0.0365,98.8346,12.3947,0.1157,2.3999,0.0011,97.1149,0.0004,0.0082,0.2934,21.1016,0.2672,0.3577,0.0005,0.0001,0.0001,0.0018,0.0018,0.2777,0.0000,0.0019,2.3005,2.3005,0.0018,0.0283,
11.7510,0,208.1474,no,45-54,black african,male,Unknown,-16.8629,3.7787,-0.8996,0.0002,0.0143,0.3270,0.0505,0.3846,0.0245,0.4643,-56.1518,91.7897,0.0249,0.0279,0.0001,34.5835,2.5785,0.9785,0.0557,54.4507,0.0282,99.2140,11.6408,0.1319,2.2176,0.0007,97.4525,0.0004,0.0084,0.2878,19.9480,0.2964,0.3682,0.0005,0.0001,0.0001,0.0018,0.0018,0.3846,0.0000,0.0019,2.3005,2.3005,0.0018,0.0283,
11.7880,0,207.4594,no,45-54,black african,male,Unknown,-20.2675,5.3269,0.0177,0.0002,0.0160,0.2923,0.0630,0.4992,0.0201,0.5071,-56.5515,93.4439,0.0216,0.0269,0.0001,37.8671,2.0473,0.8044,0.0545,51.9563,0.0205,99.3304,13.0643,0.1207,2.4708,0.0019,96.5597,0.0002,0.0073,0.3184,30.7068,0.3775,0.3906,0.0005,0.0001,0.0001,0.0018,0.0018,0.4992,0.0000,0.0019,2.3006,2.3006,0.0018,0.0283,
11.8320,0,214.3996,no,45-54,black african,male,Unknown,-17.2983,6.3499,0.5256,0.0002,0.0153,0.3296,0.0588,0.4773,0.0216,0.4990,-57.3880,92.8896,0.0235,0.0274,0.0001,36.6672,2.5041,1.1544,0.0535,55.5930,0.0265,99.3109,11.7428,0.1761,2.5317,3.5637,95.8115,0.0001,0.0081,0.2580,31.0420,0.3374,0.3679,0.0005,0.0001,0.0001,0.0018,0.0018,0.4773,0.0000,0.0019,2.3006,2.3006,0.0018,0.0283,
11.8830,0,216.9635,no,45-54,black african,male,Unknown,-19.5268,5.4217,-0.4720,0.0002,0.0142,0.2441,0.0451,0.4985,0.0250,0.5037,-57.7531,91.7934,0.0248,0.0306,0.0001,34.2799,1.8604,0.8345,0.0672,55.4564,0.0210,99.5244,16.6899,0.1765,3.0423,90.6866,96.4962,0.0001,0.0083,0.2887,40.2710,0.3505,0.3284,0.0005,0.0001,0.0001,0.0018,0.0018,0.4985,0.0000,0.0019,2.3007,2.3007,0.0018,0.0283,
11.9170,0,210.7284,no,45-54,black african,male,Unknown,-16.7134,4.4238,-1.0452,0.0002,0.0146,0.2225,0.0471,0.6366,0.0236,0.5276,-59.2965,92.3400,0.0213,0.0364,0.0001,35.2338,1.5362,0.6956,0.0804,57.9530,0.0194,99.6186,18.3534,0.1988,3.3105,77.5264,97.1118,0.0001,0.0071,0.3034,36.7013,0.3353,0.3137,0.0005,0.0001,0.0001,0.0018,0.0018,0.6366,0.0000,0.0019,2.3007,2.3007,0.0018,0.0283,
11.9680,0,205.2596,no,45-54,black african,male,Unknown,-17.3055,3.9295,0.0618,0.0002,0.0152,0.2491,0.0535,0.7236,0.0221,0.5698,-59.9393,92.8658,0.0180,0.0404,0.0001,36.3481,0.8901,0.3548,0.0766,63.0853,0.0245,99.5795,15.6515,0.2675,3.8396,0.0867,97.3766,0.0000,0.0059,0.3664,27.7028,0.2697,0.2697,0.0005,0.0001,0.0001,0.0018,0.0018,0.7236,0.0000,0.0020,2.3008,2.3008,0.0018,0.0283,
12.0100,0,210.5721,no,45-54,black african,male,Unknown,-16.7846,5.2801,-0.3303,0.0002,0.0157,0.2748,0.0587,0.7533,0.0208,0.5917,-60.1402,93.2611,0.0189,0.0373,0.0001,37.3327,1.0615,0.4337,0.0788,63.5131,0.0227,99.4523,14.5342,0.2802,4.0231,0.0001,96.5907,0.0001,0.0063,0.3854,27.6841,0.3110,0.3039,0.0005,0.0001,0.0001,0.0018,0.0018,0.7533,0.0000,0.0020,2.3008,2.3008,0.0018,0.0283,
12.0610,0,211.4846,no,45-54,black african,male,Unknown,-16.1582,5.1780,0.3607,0.0001,0.0176,0.2716,0.0748,0.7912,0.0170,0.6134,-58.7811,94.5125,0.0169,0.0344,0.0001,40.7442,1.2830,0.5657,0.0663,54.8789,0.0265,99.1035,15.5911,0.3400,3.7600,0.0000,96.6573,0.0001,0.0057,0.3784,28.6995,0.2565,0.2823,0.0005,0.0001,0.0001,0.0018,0.0018,0.7912,0.0000,0.0020,2.3008,2.3008,0.0018,0.0283,
12.1150,0,212.0962,no,45-54,black african,male,Unknown,-17.1870,5.3007,-0.3515,0.0002,0.0162,0.2867,0.0653,0.5860,0.0197,0.5819,-56.5072,93.1250,0.0179,0.0387,0.0000,38.2912,0.7690,0.2992,0.0639,54.9207,0.0314,98.1936,13.6082,0.3618,3.6952,0.0000,96.5771,0.0001,0.0059,0.4164,21.1650,0.2449,0.2681,0.0005,0.0001,0.0001,0.0018,0.0018,0.5860,0.0000,0.0020,2.3008,2.3008,0.0018,0.0283,
12.1640,0,209.8874,no,45-54,black african,male,Unknown,-20.2806,5.6143,0.1546,0.0001,0.0174,0.3482,0.0865,0.4568,0.0173,0.6096,-52.1720,92.2884,0.0169,0.0449,0.0000,40.4646,0.9256,0.3505,0.0493,47.2264,0.0398,94.2860,10.1133,0.4834,3.7507,0.0000,96.3636,0.0001,0.0056,0.3940,15.4874,0.1868,0.2316,0.0005,0.0001,0.0001,0.0018,0.0018,0.4568,0.0000,0.0020,2.3007,2.3007,0.0018,0.0283,
12.2210,0,212.2212,no,45-54,black african,male,Unknown,-17.4500,6.3257,0.9725,0.0002,0.0155,0.4723,0.0863,0.1631,0.0215,0.5450,-40.9192,80.2403,0.0179,0.0598,0.0000,36.8747,1.6354,0.9290,0.0367,32.1062,0.0743,82.7446,5.5274,0.5808,3.3248,0.0000,95.8308,0.0001,0.0059,0.2831,7.8444,0.1403,0.1994,0.0005,0.0001,0.0001,0.0018,0.0018,0.1631,0.0000,0.0020,2.3006,2.3006,0.0018,0.0283,
12.3100,0,216.0779,no,45-54,black african,male,Unknown,-18.0061,5.3712,-0.8215,0.0002,0.0144,0.4788,0.1593,0.1190,0.0245,0.5000,-23.0765,12.4621,0.0162,0.0687,0.0000,34.8000,1.0714,0.6328,0.0304,30.1075,0.0774,37.9087,4.0071,0.6829,2.8743,0.0000,96.5302,0.0002,0.0051,0.2109,3.8363,0.1345,0.1861,0.0005,0.0001,0.0001,0.0018,0.0018,0.1190,0.0000,0.0021,2.3005,2.3005,0.0018,0.0283,
12.3730,0,216.5692,no,45-54,black african,male,Unknown,-18.8294,4.8239,0.0763,0.0002,0.0130,0.4842,0.2276,0.0486,0.0294,0.4458,-3.9360,2.0984,0.0154,0.0601,0.0000,31.6027,0.4966,0.3361,0.0205,14.5982,0.0995,4.7026,1.7654,0.4644,2.3535,0.0000,96.8787,0.0007,0.0046,0.2460,1.4643,0.1035,0.1623,0.0005,0.0001,0.0001,0.0018,0.0018,0.0486,0.0000,0.0021,2.3003,2.3003,0.0018,0.0283,
12.4360,0,216.1143,no,45-54,black african,male,Unknown,-12.8647,6.1799,0.6801,0.0002,0.0160,0.5039,0.3991,0.0529,0.0204,0.4521,-0.2058,1.5505,0.0128,0.0738,0.0000,37.7898,0.3987,0.3017,0.0138,4.0962,0.1891,0.0247,0.1288,0.6712,1.3925,0.0000,95.9458,0.0025,0.0041,0.1973,0.1043,0.0605,0.1457,0.0005,0.0001,0.0001,0.0018,0.0018,0.0529,0.0000,0.0021,2.3002,2.3002,0.0018,0.0283,
12.4930,0,215.3771,no,45-54,black african,male,Unknown,-15.9371,5.1615,1.0089,0.0002,0.0154,0.4833,0.3680,0.0446,0.0218,0.4238,0.0000,1.2184,0.0117,0.0839,0.0000,36.7545,0.2048,0.1291,0.0074,1.7105,0.3556,0.0062,0.0320,0.8590,0.9621,0.0000,96.6680,0.0065,0.0035,0.1155,0.0382,0.0403,0.1536,0.0005,0.0001,0.0001,0.0018,0.0018,0.0446,0.0000,0.0021,2.3001,2.3001,0.0018,0.0282,
12.5460,0,217.7643,no,45-54,black african,male,Unknown,-16.6995,4.3338,1.2083,0.0002,0.0135,0.4759,0.2732,0.0317,0.0278,0.3808,0.0000,0.8888,0.0120,0.0888,0.0001,32.8799,0.2876,0.1969,0.0049,0.4794,0.3728,0.0002,0.0089,1.1227,0.6366,0.0000,97.1619,0.0069,0.0035,0.0739,0.0094,0.0344,0.1801,0.0005,0.0001,0.0001,0.0019,0.0018,0.0317,0.0000,0.0021,2.3000,2.3000,0.0018,0.0282,
12.5950,0,218.0839,no,45-54,black african,male,Unknown,-15.4776,4.4732,1.0590,0.0002,0.0131,0.4677,0.2532,0.0294,0.0295,0.3664,0.0000,0.8414,0.0106,0.0865,0.0001,31.9385,0.2717,0.1865,0.0029,0.2145,0.6528,0.0000,0.0037,1.2903,0.4379,0.0000,97.0840,0.0095,0.0030,0.0602,0.0023,0.0199,0.1934,0.0005,0.0001,0.0001,0.0019,0.0018,0.0294,0.0000,0.0021,2.2998,2.2998,0.0018,0.0282,
